building,point,view
woodbine,588,0
tolstoy,1011,9
pinesdale,22,1
forkland,343,0
tolstoy,773,1
shelbyville,502,1
ranchester,400,9
woodbine,1856,9
beechwood,215,3
merom,621,2
beechwood,345,4
wainscott,1469,0
coffeen,753,6
leonardo,57,2
lindenwood,1195,3
stockman,598,17
lakeville,452,6
tolstoy,438,5
shelbyville,572,1
shelbyville,428,4
klickitat,580,3
cosmos,624,5
newfields,183,11
pomaria,1537,2
wainscott,1436,0
wainscott,1597,1
hiteman,1695,9
klickitat,2089,9
tolstoy,2,5
beechwood,325,0
ranchester,1305,4
tolstoy,1783,2
beechwood,1133,1
ranchester,1060,4
marstons,859,9
wainscott,973,7
pinesdale,1227,4
wainscott,830,12
mifflinburg,173,8
wainscott,113,2
tolstoy,1202,2
marstons,1168,3
pinesdale,1113,1
wainscott,206,12
cosmos,46,3
onaga,9,2
leonardo,1132,7
newfields,95,4
tolstoy,1274,0
stockman,725,2
pinesdale,992,1
marstons,1943,2
leonardo,2001,2
leonardo,590,0
pinesdale,654,1
lindenwood,2573,0
coffeen,1214,0
wainscott,261,5
lakeville,679,1
leonardo,1825,9
wainscott,1385,9
wainscott,1576,8
klickitat,2359,0
newfields,1515,1
woodbine,1362,1
marstons,56,2
tolstoy,1801,1
wainscott,534,1
klickitat,2250,9
leonardo,667,0
cosmos,524,3
lindenwood,1868,3
hiteman,421,6
merom,146,4
cosmos,27,2
lindenwood,110,6
pomaria,812,3
lindenwood,1646,1
newfields,346,5
lindenwood,898,1
woodbine,13,0
benevolence,162,3
woodbine,1398,5
klickitat,998,3
wainscott,496,5
beechwood,11,0
coffeen,1326,1
allensville,8,3
marstons,1476,4
wainscott,131,0
shelbyville,688,2
tolstoy,418,7
wainscott,1779,1
klickitat,1364,3
pinesdale,1310,0
leonardo,603,4
pomaria,1146,0
hanson,512,3
wainscott,65,3
hanson,746,3
onaga,565,5
stockman,1525,6
benevolence,492,2
woodbine,1,3
marstons,1812,2
leonardo,1358,13
stockman,707,3
mifflinburg,153,3
leonardo,1234,3
pomaria,66,1
allensville,394,0
klickitat,1022,0
lakeville,937,6
ranchester,1538,1
shelbyville,2212,9
newfields,641,11
woodbine,2010,1
tolstoy,1141,7
lakeville,399,12
shelbyville,609,4
cosmos,710,10
lakeville,583,11
pinesdale,1268,8
tolstoy,1130,13
mifflinburg,764,5
forkland,1166,12
pinesdale,576,8
lindenwood,1349,1
lakeville,962,1
benevolence,7,0
lakeville,1350,5
cosmos,1060,3
hiteman,1817,2
merom,499,1
leonardo,934,6
stockman,1561,4
cosmos,983,6
klickitat,2223,0
wainscott,1161,3
pomaria,136,1
stockman,429,5
onaga,67,0
leonardo,363,17
cosmos,1001,1
leonardo,2002,2
shelbyville,2097,3
coffeen,1317,5
hanson,1521,0
klickitat,709,0
stockman,302,1
leonardo,115,3
lakeville,1303,0
wainscott,1019,14
marstons,865,2
coffeen,176,0
ranchester,1185,5
hanson,449,4
lindenwood,2286,0
leonardo,114,7
hanson,616,6
tolstoy,478,8
lakeville,593,1
newfields,533,4
klickitat,1799,2
leonardo,1716,9
pomaria,1289,1
lakeville,1884,13
hanson,673,5
lindenwood,1873,0
shelbyville,744,9
lindenwood,2205,3
beechwood,430,0
leonardo,99,1
klickitat,368,7
wainscott,1641,4
coffeen,175,4
lakeville,1484,10
pinesdale,576,1
beechwood,866,8
klickitat,1,0
wainscott,1008,2
wainscott,1574,3
leonardo,33,1
lakeville,1731,5
woodbine,1081,11
allensville,77,4
lindenwood,654,7
wainscott,583,6
klickitat,2157,5
pomaria,1564,4
lakeville,193,2
pomaria,407,3
woodbine,1650,0
shelbyville,1552,0
woodbine,959,0
klickitat,1916,3
newfields,1422,3
leonardo,1468,5
woodbine,652,4
forkland,991,1
marstons,2575,3
wainscott,493,2
lindenwood,2221,8
klickitat,1269,3
shelbyville,131,4
wainscott,1489,1
stockman,855,2
coffeen,1059,1
lindenwood,61,2
pomaria,1353,4
marstons,1529,8
shelbyville,1481,7
hanson,1531,2
cosmos,999,1
shelbyville,2183,6
wainscott,234,6
pinesdale,1094,0
allensville,353,5
marstons,193,1
lindenwood,403,15
coffeen,972,5
klickitat,838,0
lindenwood,316,3
klickitat,112,1
mifflinburg,971,0
newfields,1000,4
klickitat,2417,3
cosmos,3,1
lakeville,747,4
lindenwood,2001,0
leonardo,252,13
tolstoy,1801,0
newfields,1599,3
shelbyville,797,2
leonardo,392,6
pomaria,1532,0
pinesdale,476,2
lindenwood,1520,5
marstons,1405,3
onaga,77,2
hanson,50,2
shelbyville,91,11
lindenwood,2281,7
pinesdale,828,0
shelbyville,2784,1
ranchester,1561,4
benevolence,446,5
hanson,478,3
lakeville,1621,0
lindenwood,2637,3
lindenwood,2307,8
shelbyville,571,12
coffeen,658,2
lindenwood,1419,2
ranchester,1176,9
pinesdale,493,9
allensville,283,3
ranchester,1131,6
tolstoy,72,1
shelbyville,727,8
lakeville,250,12
beechwood,449,0
woodbine,1464,4
coffeen,1165,2
woodbine,1423,2
leonardo,1112,10
lindenwood,1966,7
leonardo,595,7
shelbyville,721,4
marstons,1987,1
merom,661,1
klickitat,2202,5
lakeville,313,6
ranchester,122,1
tolstoy,1225,5
hiteman,664,1
woodbine,1186,7
newfields,554,1
klickitat,1765,0
klickitat,1601,3
marstons,1782,9
pomaria,958,6
shelbyville,2674,10
hanson,83,3
hanson,512,2
klickitat,1187,2
klickitat,1906,3
tolstoy,1788,4
merom,985,1
tolstoy,849,3
forkland,271,3
wainscott,507,3
newfields,1106,3
merom,782,4
ranchester,183,4
tolstoy,927,9
lindenwood,909,2
ranchester,545,0
ranchester,1510,5
lindenwood,477,2
shelbyville,2379,8
shelbyville,2804,0
klickitat,75,2
lindenwood,2541,0
merom,646,4
pomaria,1575,9
lakeville,1506,4
leonardo,1277,2
shelbyville,572,0
coffeen,1244,0
coffeen,1495,0
shelbyville,2650,8
marstons,2190,6
marstons,1871,4
pomaria,1457,1
klickitat,31,4
woodbine,772,1
newfields,28,3
ranchester,271,6
woodbine,492,1
marstons,1084,6
newfields,975,15
klickitat,2069,2
marstons,2379,3
ranchester,1527,2
mifflinburg,94,2
klickitat,1516,9
beechwood,855,5
pinesdale,852,1
cosmos,540,3
marstons,585,12
hiteman,926,1
ranchester,1593,10
leonardo,801,3
lindenwood,486,5
hiteman,1590,0
klickitat,488,2
shelbyville,1603,1
merom,604,6
klickitat,362,1
ranchester,1491,3
hiteman,290,4
ranchester,860,8
klickitat,1599,11
tolstoy,683,0
cosmos,47,2
lakeville,176,0
stockman,1510,4
merom,990,3
newfields,1197,1
beechwood,570,6
wainscott,123,1
pinesdale,572,12
woodbine,892,3
shelbyville,2048,3
leonardo,851,4
coffeen,371,0
coffeen,575,11
marstons,835,14
shelbyville,1690,5
klickitat,344,0
stockman,967,5
woodbine,1355,17
coffeen,1259,0
lindenwood,1801,1
ranchester,524,7
woodbine,503,11
shelbyville,410,1
hiteman,139,0
cosmos,948,0
shelbyville,1386,3
shelbyville,1292,11
tolstoy,1596,1
marstons,585,7
shelbyville,1671,3
beechwood,425,6
allensville,178,3
stockman,646,7
newfields,557,2
lakeville,432,10
newfields,1334,5
hanson,1586,0
ranchester,807,1
onaga,118,2
tolstoy,1782,7
mifflinburg,427,0
woodbine,1321,2
hanson,273,4
coffeen,1306,4
coffeen,133,4
hanson,676,3
cosmos,1079,6
allensville,354,0
klickitat,2318,5
lakeville,1429,4
klickitat,2202,8
tolstoy,141,5
shelbyville,1284,11
lindenwood,1065,3
hanson,636,0
wainscott,1269,3
lindenwood,1021,9
leonardo,1971,6
newfields,1260,5
woodbine,437,4
benevolence,895,5
lindenwood,486,4
forkland,485,0
stockman,1606,4
tolstoy,1769,5
forkland,742,1
woodbine,1380,5
stockman,591,5
woodbine,1489,5
hiteman,1412,15
lindenwood,1558,1
lakeville,319,11
lindenwood,2619,8
marstons,954,1
mifflinburg,873,1
onaga,450,3
klickitat,684,10
tolstoy,1163,2
cosmos,132,12
leonardo,1869,4
lindenwood,2203,1
hiteman,1556,4
shelbyville,1797,4
tolstoy,230,0
marstons,2554,8
marstons,76,8
pomaria,446,4
leonardo,1029,0
marstons,173,18
hanson,1659,0
lindenwood,262,2
wainscott,1524,4
lakeville,11,4
coffeen,686,9
woodbine,52,2
pinesdale,722,2
ranchester,832,3
lakeville,1110,0
hanson,233,5
hiteman,968,0
shelbyville,390,0
pomaria,818,3
pomaria,90,8
merom,1033,1
klickitat,1309,1
shelbyville,913,4
allensville,462,0
marstons,1289,0
cosmos,18,0
shelbyville,1219,1
wainscott,431,4
wainscott,237,5
ranchester,767,1
coffeen,1418,7
onaga,590,3
klickitat,376,2
lindenwood,842,1
woodbine,438,1
shelbyville,451,2
hanson,569,14
newfields,1631,2
ranchester,592,8
coffeen,1440,1
leonardo,2075,0
merom,719,1
benevolence,920,3
leonardo,607,2
shelbyville,922,10
tolstoy,1464,2
pomaria,672,6
wainscott,139,4
coffeen,652,5
shelbyville,2042,2
shelbyville,1696,2
wainscott,1089,0
marstons,2590,0
woodbine,1204,8
stockman,589,0
klickitat,560,1
tolstoy,91,1
shelbyville,1178,3
lakeville,475,6
shelbyville,1256,10
forkland,1141,8
shelbyville,1311,7
marstons,1513,6
hiteman,1736,3
ranchester,175,0
merom,768,1
marstons,2532,8
pomaria,1337,8
pinesdale,1514,0
shelbyville,283,2
wainscott,51,6
pinesdale,472,1
marstons,2481,1
klickitat,1360,4
shelbyville,347,4
shelbyville,762,1
newfields,589,5
leonardo,562,1
newfields,997,1
coffeen,1256,0
wainscott,377,15
shelbyville,1076,1
shelbyville,210,1
stockman,1003,2
lindenwood,2329,2
tolstoy,323,1
lakeville,974,1
ranchester,324,0
newfields,1417,12
hiteman,1132,5
shelbyville,1239,6
pomaria,1136,6
lindenwood,965,8
woodbine,489,10
cosmos,92,0
hanson,361,3
klickitat,1246,16
onaga,323,3
woodbine,1661,6
marstons,1738,0
woodbine,642,4
wainscott,1003,2
ranchester,1592,0
hanson,31,1
pinesdale,1405,1
beechwood,606,3
wainscott,920,2
pomaria,696,15
hiteman,680,15
newfields,1541,11
hiteman,1261,4
klickitat,2246,6
lindenwood,2459,2
marstons,54,4
coffeen,1038,0
lindenwood,1179,0
stockman,811,2
lakeville,1295,3
woodbine,1798,5
marstons,1544,10
pomaria,891,2
klickitat,1123,6
leonardo,1858,12
hanson,1336,1
klickitat,2140,7
marstons,1314,5
woodbine,1548,3
stockman,37,5
lakeville,1655,6
pinesdale,607,7
tolstoy,661,0
beechwood,152,1
pomaria,1388,2
marstons,2461,4
klickitat,1145,4
klickitat,708,4
lakeville,168,3
merom,39,12
shelbyville,922,0
woodbine,898,11
stockman,1089,0
lakeville,1643,2
allensville,209,3
ranchester,1160,0
woodbine,271,8
ranchester,133,2
merom,902,0
shelbyville,1766,3
forkland,465,9
hiteman,424,3
pomaria,936,8
leonardo,223,0
stockman,1419,0
coffeen,541,2
lakeville,927,16
newfields,573,0
hiteman,1599,5
marstons,2031,1
forkland,160,1
mifflinburg,244,2
ranchester,211,1
wainscott,791,11
coffeen,271,2
pinesdale,783,6
marstons,2279,3
shelbyville,1217,2
leonardo,690,11
lakeville,1407,5
woodbine,1038,1
lakeville,1033,4
woodbine,653,3
stockman,1351,0
woodbine,1512,0
hanson,1467,7
lindenwood,2472,15
newfields,1368,4
pomaria,1103,0
merom,580,7
hiteman,1700,8
ranchester,562,5
tolstoy,1367,1
pomaria,1254,0
lindenwood,1055,12
cosmos,903,3
leonardo,120,3
hiteman,415,2
shelbyville,837,0
newfields,1405,4
tolstoy,814,1
beechwood,339,3
leonardo,1094,0
hanson,811,1
shelbyville,336,3
pomaria,145,2
lindenwood,969,7
newfields,116,0
newfields,101,9
hiteman,1030,2
hiteman,419,1
klickitat,622,8
lindenwood,2513,11
woodbine,701,3
tolstoy,725,1
newfields,636,5
shelbyville,1595,8
tolstoy,953,1
lakeville,1412,1
klickitat,2019,2
merom,784,4
lakeville,466,10
woodbine,1205,8
pinesdale,214,2
newfields,500,3
marstons,2370,9
coffeen,81,10
wainscott,352,0
merom,1108,1
pomaria,917,7
tolstoy,996,0
shelbyville,887,6
woodbine,1588,0
tolstoy,1055,1
marstons,2515,1
klickitat,183,2
marstons,1628,3
lindenwood,1487,5
cosmos,681,5
klickitat,1967,12
newfields,190,5
stockman,270,0
ranchester,25,0
coffeen,1246,2
allensville,460,3
coffeen,610,2
ranchester,1005,2
shelbyville,1293,7
ranchester,775,0
klickitat,163,3
tolstoy,600,2
woodbine,1292,1
tolstoy,1222,0
newfields,657,17
merom,883,5
hanson,1399,12
tolstoy,1218,6
lindenwood,1976,4
hanson,1327,10
woodbine,1140,12
coffeen,1490,2
merom,851,0
cosmos,802,3
wainscott,1657,11
tolstoy,1179,10
woodbine,862,3
forkland,586,3
klickitat,1715,10
shelbyville,1268,2
hiteman,1325,0
onaga,509,1
lakeville,1582,1
wainscott,227,2
beechwood,1137,2
tolstoy,403,3
woodbine,623,0
lakeville,1051,1
lindenwood,1921,3
hanson,1654,4
cosmos,406,1
benevolence,936,0
shelbyville,148,12
cosmos,627,5
pomaria,640,0
pinesdale,214,7
woodbine,1465,3
klickitat,1437,11
tolstoy,606,3
newfields,827,4
coffeen,351,1
newfields,1503,7
onaga,561,0
newfields,735,0
onaga,309,1
marstons,1884,7
leonardo,149,1
shelbyville,124,3
leonardo,1924,3
woodbine,595,11
wainscott,1085,2
klickitat,1165,1
pomaria,560,4
klickitat,1260,3
merom,530,0
wainscott,153,1
pinesdale,835,1
pomaria,1650,10
forkland,180,4
lindenwood,1991,1
allensville,180,1
hiteman,88,1
pinesdale,586,6
hiteman,1405,2
lakeville,1542,0
hiteman,651,4
merom,889,4
lindenwood,1090,0
lakeville,1435,8
coffeen,1471,7
lindenwood,1123,10
ranchester,16,2
klickitat,19,8
marstons,2502,2
hiteman,1112,8
marstons,1585,0
allensville,184,6
marstons,822,11
lakeville,1727,0
klickitat,1678,4
shelbyville,1450,5
coffeen,1470,0
hiteman,545,4
newfields,30,5
beechwood,446,1
lakeville,1556,1
lindenwood,833,1
stockman,865,4
stockman,461,1
marstons,2029,6
stockman,704,1
lakeville,614,0
lakeville,732,1
allensville,27,1
shelbyville,1735,12
lindenwood,1777,11
shelbyville,2000,5
woodbine,1094,19
lindenwood,2143,1
coffeen,307,4
pinesdale,1020,4
pomaria,1036,5
cosmos,165,4
hiteman,1209,9
hanson,249,3
forkland,789,1
coffeen,556,1
hanson,383,0
hiteman,624,3
lindenwood,2467,0
stockman,738,2
lindenwood,1941,9
shelbyville,843,3
klickitat,2324,6
klickitat,990,11
lindenwood,1809,5
hiteman,1267,0
coffeen,724,1
woodbine,620,7
mifflinburg,846,2
woodbine,31,10
marstons,2187,10
klickitat,2218,13
cosmos,1032,1
benevolence,798,4
mifflinburg,400,7
lindenwood,29,8
klickitat,864,4
tolstoy,68,10
lakeville,1633,2
lakeville,1751,9
pomaria,576,6
pinesdale,1070,6
lakeville,237,7
leonardo,780,1
beechwood,900,0
forkland,392,1
lakeville,353,4
leonardo,1686,5
hiteman,1537,4
woodbine,1096,6
lakeville,1373,5
pinesdale,131,4
klickitat,1105,1
shelbyville,141,3
marstons,267,11
stockman,1237,0
ranchester,1033,8
hanson,880,0
mifflinburg,336,3
shelbyville,1729,4
newfields,1578,3
wainscott,1298,0
newfields,1160,2
tolstoy,364,0
leonardo,431,3
marstons,429,4
tolstoy,1375,3
tolstoy,1372,5
stockman,697,0
leonardo,400,1
marstons,111,6
pomaria,1255,2
hanson,136,11
pomaria,974,1
tolstoy,589,2
beechwood,556,1
merom,259,3
hanson,1061,2
wainscott,1769,1
lindenwood,554,5
leonardo,1155,6
cosmos,764,0
klickitat,1266,4
marstons,1529,7
benevolence,328,2
marstons,197,2
merom,1092,7
lindenwood,1133,6
stockman,1281,2
hanson,731,0
lakeville,1160,2
hiteman,334,1
hanson,1276,0
lakeville,1062,0
stockman,742,2
marstons,24,1
lindenwood,1506,2
woodbine,2029,3
hiteman,1675,3
ranchester,1393,10
lakeville,1683,10
pomaria,760,3
pomaria,75,4
pinesdale,1149,11
woodbine,1664,1
lakeville,194,1
wainscott,1169,4
woodbine,1649,7
pinesdale,1259,2
klickitat,743,4
klickitat,1514,2
shelbyville,1364,6
cosmos,158,5
shelbyville,2566,10
marstons,1320,1
klickitat,1071,2
pomaria,1352,1
klickitat,1563,1
forkland,324,8
stockman,1500,5
pomaria,165,5
tolstoy,1336,1
marstons,1792,4
benevolence,922,4
lindenwood,1704,2
wainscott,280,8
shelbyville,1984,4
woodbine,486,5
klickitat,688,3
lindenwood,2056,1
hiteman,1206,7
shelbyville,1347,14
forkland,158,1
wainscott,227,1
wainscott,955,1
ranchester,953,1
shelbyville,1071,2
woodbine,1210,3
shelbyville,2065,1
ranchester,1551,3
klickitat,1863,0
lakeville,1409,0
tolstoy,1011,12
lakeville,532,2
hiteman,1672,3
ranchester,1439,5
woodbine,867,0
coffeen,624,4
marstons,195,5
woodbine,235,2
marstons,594,3
leonardo,959,2
wainscott,1093,5
ranchester,841,5
lindenwood,1890,0
lakeville,1486,2
hiteman,1319,1
marstons,2207,12
mifflinburg,537,3
ranchester,988,11
onaga,150,2
lakeville,684,3
lakeville,120,1
shelbyville,1342,16
pinesdale,569,4
ranchester,723,0
shelbyville,2238,3
lakeville,671,10
lakeville,1530,1
ranchester,1050,2
klickitat,1335,3
lindenwood,629,4
forkland,253,1
shelbyville,498,2
ranchester,1548,4
lakeville,1351,3
klickitat,2109,9
shelbyville,679,17
woodbine,846,3
mifflinburg,649,3
marstons,409,3
newfields,1187,4
newfields,397,5
lindenwood,650,0
klickitat,1000,2
newfields,684,3
klickitat,100,8
newfields,1336,0
shelbyville,1669,1
tolstoy,966,1
hanson,1578,4
klickitat,2326,5
hiteman,1715,0
stockman,671,7
woodbine,675,8
lindenwood,2038,2
lindenwood,1439,9
stockman,453,1
lindenwood,1241,16
klickitat,407,0
hiteman,965,1
forkland,838,3
shelbyville,2169,14
wainscott,47,6
newfields,1650,0
tolstoy,976,5
shelbyville,1214,2
stockman,1507,6
shelbyville,1357,8
lakeville,983,1
lindenwood,486,1
shelbyville,254,7
pomaria,738,1
newfields,602,11
klickitat,624,6
newfields,558,5
merom,225,4
klickitat,782,4
onaga,178,1
hanson,1479,10
onaga,100,4
hiteman,270,3
merom,574,1
newfields,669,2
lindenwood,1200,2
marstons,1019,2
newfields,1159,4
lindenwood,1639,5
hanson,259,1
tolstoy,782,7
marstons,1283,3
mifflinburg,172,2
pinesdale,457,4
coffeen,934,1
stockman,78,1
woodbine,272,4
klickitat,1295,5
merom,809,0
tolstoy,1121,6
wainscott,1133,1
lindenwood,1891,14
klickitat,1871,6
klickitat,1572,11
hiteman,1857,4
wainscott,266,2
lindenwood,268,8
newfields,614,2
woodbine,10,2
klickitat,821,6
marstons,1707,6
merom,585,7
tolstoy,123,2
tolstoy,1014,4
woodbine,538,3
merom,407,3
hanson,1209,0
woodbine,1138,16
beechwood,769,6
lakeville,1717,0
marstons,1994,1
hiteman,1642,3
lakeville,916,3
pomaria,90,9
beechwood,300,1
onaga,386,4
marstons,1712,1
shelbyville,1756,4
newfields,803,1
lakeville,1586,8
leonardo,2094,2
wainscott,273,6
hiteman,115,0
merom,240,0
pomaria,882,2
wainscott,583,0
leonardo,58,0
beechwood,279,1
shelbyville,2013,4
woodbine,1642,0
marstons,1917,2
coffeen,635,7
klickitat,345,9
hanson,1019,5
mifflinburg,841,0
onaga,452,0
klickitat,728,1
stockman,685,4
merom,187,1
lakeville,1166,3
lindenwood,880,2
shelbyville,2465,1
lindenwood,509,2
woodbine,1219,0
beechwood,16,9
woodbine,2055,10
wainscott,1263,2
newfields,658,1
hiteman,131,6
lakeville,1427,2
forkland,771,0
lakeville,1405,10
woodbine,1837,5
woodbine,1362,18
forkland,717,2
onaga,6,9
merom,330,1
ranchester,629,2
lindenwood,1783,11
tolstoy,578,1
newfields,481,22
lindenwood,2626,14
tolstoy,831,2
klickitat,318,2
woodbine,523,4
hanson,407,9
hiteman,300,3
marstons,155,6
pinesdale,1127,2
woodbine,1294,7
wainscott,1113,1
shelbyville,1347,8
lakeville,1763,6
hiteman,492,5
coffeen,406,0
shelbyville,1136,2
lindenwood,1237,4
coffeen,101,2
shelbyville,1842,5
newfields,1430,1
woodbine,1116,1
klickitat,404,3
klickitat,111,2
hiteman,1716,1
stockman,187,7
woodbine,2019,0
tolstoy,1282,1
shelbyville,457,4
beechwood,733,3
pomaria,382,1
tolstoy,1060,2
hanson,106,9
shelbyville,1102,11
pinesdale,1216,3
tolstoy,1077,0
ranchester,785,1
lakeville,1350,1
lindenwood,1124,0
coffeen,1323,4
leonardo,1492,5
woodbine,1356,10
stockman,1124,2
marstons,128,11
hiteman,570,2
lakeville,1654,8
klickitat,127,4
cosmos,111,1
leonardo,2115,6
lakeville,250,19
hiteman,1240,10
wainscott,883,7
lindenwood,265,4
leonardo,1206,1
wainscott,182,4
lindenwood,482,1
mifflinburg,632,3
hanson,29,6
beechwood,414,6
ranchester,557,1
pinesdale,818,3
lakeville,697,6
hiteman,1419,3
woodbine,1611,12
wainscott,497,1
onaga,54,3
marstons,2242,3
pomaria,630,5
shelbyville,553,2
lindenwood,1524,2
ranchester,58,11
lindenwood,2459,9
leonardo,1000,1
klickitat,1182,11
shelbyville,1347,12
lindenwood,568,0
shelbyville,1299,0
lindenwood,873,6
hiteman,1470,0
marstons,1322,0
forkland,741,2
pomaria,846,0
coffeen,1444,1
leonardo,280,2
leonardo,1523,6
merom,377,3
stockman,318,1
shelbyville,519,3
lindenwood,1328,8
hanson,1446,14
pinesdale,401,5
cosmos,512,3
beechwood,478,2
leonardo,1256,3
marstons,1874,11
hiteman,1582,2
benevolence,443,8
ranchester,1417,0
klickitat,1081,0
mifflinburg,470,2
marstons,1394,1
mifflinburg,18,3
marstons,1681,16
woodbine,679,2
beechwood,840,0
lindenwood,1525,9
lakeville,80,3
woodbine,494,3
woodbine,1318,0
woodbine,1961,6
hiteman,264,0
coffeen,112,2
woodbine,18,11
beechwood,898,1
forkland,158,4
shelbyville,614,6
stockman,1441,3
lindenwood,143,4
benevolence,407,3
ranchester,1237,2
lindenwood,830,4
woodbine,488,14
lakeville,868,6
merom,810,2
cosmos,232,3
woodbine,308,1
leonardo,1848,2
tolstoy,1062,4
cosmos,33,1
hanson,1389,1
klickitat,197,3
woodbine,1179,0
marstons,1710,5
stockman,1238,4
hiteman,887,2
wainscott,1149,1
hiteman,749,3
lakeville,906,8
klickitat,1656,2
klickitat,1037,9
shelbyville,1555,8
coffeen,783,4
wainscott,450,0
shelbyville,1953,5
leonardo,1928,6
pomaria,750,3
lindenwood,1332,4
hanson,154,8
stockman,1360,1
woodbine,403,5
wainscott,281,1
cosmos,632,1
pomaria,8,6
shelbyville,1236,15
onaga,602,0
ranchester,913,2
forkland,100,3
tolstoy,1303,7
woodbine,113,2
tolstoy,924,19
lindenwood,1187,3
wainscott,540,1
stockman,1070,2
pomaria,808,3
woodbine,270,7
wainscott,1424,10
hanson,836,12
hiteman,1238,1
woodbine,1305,1
cosmos,303,0
tolstoy,1213,2
pinesdale,847,2
woodbine,322,7
marstons,427,3
lakeville,746,14
lakeville,1088,1
shelbyville,240,2
newfields,811,2
hiteman,14,5
leonardo,2058,13
tolstoy,1742,1
hiteman,580,4
pinesdale,1134,4
lakeville,1557,3
beechwood,261,6
wainscott,1089,2
coffeen,624,0
leonardo,542,0
newfields,1612,3
pomaria,94,0
shelbyville,1185,6
pinesdale,63,1
shelbyville,1189,1
shelbyville,2087,3
shelbyville,2664,8
newfields,475,1
marstons,456,3
hiteman,326,9
shelbyville,2324,0
pinesdale,1244,0
lindenwood,1939,2
marstons,2490,8
klickitat,304,3
klickitat,355,7
shelbyville,1981,8
lindenwood,174,2
woodbine,1085,5
shelbyville,1380,5
pinesdale,563,0
cosmos,309,1
pinesdale,1292,1
coffeen,846,1
wainscott,297,4
mifflinburg,859,8
lakeville,1245,6
klickitat,2123,0
wainscott,125,5
merom,737,0
pinesdale,669,3
benevolence,263,3
lakeville,1648,9
merom,205,2
leonardo,1339,0
woodbine,1287,5
klickitat,62,4
stockman,511,11
leonardo,1164,1
lakeville,1695,6
shelbyville,2140,2
marstons,1803,3
shelbyville,2473,2
marstons,1464,2
beechwood,494,5
merom,526,1
merom,1105,8
leonardo,2042,10
tolstoy,763,4
shelbyville,915,2
klickitat,2359,3
leonardo,1599,2
pinesdale,974,2
marstons,1682,10
woodbine,696,1
woodbine,712,2
beechwood,840,10
cosmos,694,2
pomaria,1526,1
shelbyville,117,0
marstons,1628,2
hiteman,550,1
stockman,1081,5
ranchester,1483,0
shelbyville,575,3
coffeen,51,5
leonardo,1686,1
lakeville,673,5
marstons,431,5
leonardo,1452,0
pinesdale,196,0
wainscott,1705,4
pinesdale,618,16
stockman,36,11
shelbyville,2685,8
woodbine,250,4
lakeville,1393,3
shelbyville,2355,5
pinesdale,60,11
hiteman,1207,1
pinesdale,717,0
lindenwood,501,1
cosmos,673,3
shelbyville,682,6
shelbyville,2405,8
ranchester,601,0
ranchester,1559,8
hiteman,36,0
wainscott,757,1
